query,id,Text,Text_processed,Sentiment,SentimentB
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369307052439461897,MNIT Jaipur officially confirmed that 2 final year Students were reported Covid positive. While Few Students claim for  few more covid positive cases are there. Classes will be taken via online mode for a week. MTE will be conducted via offline mode.,mnit jaipur officially confirmed final year student reported covid positive student claim covid positive case class taken via online mode week mte conducted via offline mode,0.2136363636363636,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372036511797940229,"@DrRPNishank 
Sir, In this pandemic situation, would you like to think again regarding cbse exam?? Covid is surging day by day. Nearly 29000 cases were seen yesterday. As far as study is concerned, online classes are very much inadequate. Give the students general promotion.",sir pandemic situation would like think regarding cbse exam covid surging day day nearly case seen yesterday far study concerned online class much inadequate give student general promotion,0.1125,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372855575189581830,"Online classes &amp; nap sessions! 😂

#Onlineclasses #Covid19 https://t.co/VoYVH5SzBG",online class amp nap session onlineclasses,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372211292992249859,@anubha1812 For 12 board its our future mam. We are born in middle class family. They need u to get to the peak.... To attain everything due to this bloody covid and  online classes our future is distroyed😭💔,board future mam born middle class family need u get peak attain everything due bloody covid online class future distroyed,-0.185,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370769379600826369,@Francis_Joseph @VarshaEGaikwad @DDSahyadri Tution's here are shut due to covid . Sylabus was not completed and now because of decisions of the minister like @VarshaEGaikwad  i dont even think that they will take online classes also . Collage s they didn't even teach us any thing properly in lockdown #cancelboards20201,tutions shut due covid sylabus completed decision minister like even think take online class also collage even teach u thing properly lockdown,-0.0625,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369400098220773376,".@ElkGroveUnified the fifth-largest district in California, will soon operate under a hybrid model — both in-person and online classes — for some of its youngest students https://t.co/LbgRmC56xA",elkgroveunified fifthlargest district california soon operate hybrid model inperson online class youngest student,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371968313232916480,"Pitch for my other new @aefpweb paper

-Does COVID-19 online teaching not feel the same?
-Think your students aren't doing as well as they once did?
-Are they struggling to concentrate?

Well, last semester, @WestPointSOSH let us randomize our cadets to online vs F2F classes. https://t.co/oi2F5ZAeuV",pitch new paperdoes covid online teaching feel samethink student well didare struggling concentratewell last semester let u randomize cadet online v f class,0.0681818181818181,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372192026469359616,"Hatsoff to the immunity of Delhi parents who look forward to online classes; even for X &amp; XII; buying books which seem unusable this year also, &amp; by not following any protocol &amp;  hving no fear of covid. @msisodia @LtGovDelhi @RGSparents #freemovement #nomask #nodistancing",hatsoff immunity delhi parent look forward online class even x amp xii buying book seem unusable year also amp following protocol amp hving fear covid,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370166926463406086,"When Amelia Freeman-Lynde started up her craft-supply store, she had a vision of a community-centered experience — hands-on learning, classes, interaction between people.

Then the COVID-19 pandemic took hold, and her business model changed completely. https://t.co/OggdWaGM1k",amelia freemanlynde started craftsupply store vision communitycentered experience handson learning class interaction peoplethen covid pandemic took hold business model changed completely,0.1,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371125431521439750,"Covid-19 and online classes, an analysis. - Corporate Video Makers in Delhi, Coporate video production in Delhi, Corporate Video Production House in Delhi, Testimonial Videos Makers in Delhi, Product Description Video Makers in Delhi, Web... https://t.co/1HsDZGRfE0",covid online class analysis corporate video maker delhi coporate video production delhi corporate video production house delhi testimonial video maker delhi product description video maker delhi web,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373348324368121856,"@AmazonPrincss Have been since the 2nd month of school, parents choice of online or in-person. All teachers at school. Some classes both in-person and online at the same time. Pretty much all taking turns in quarantine and having covid.",since nd month school parent choice online inperson teacher school class inperson online time pretty much taking turn quarantine covid,0.225,1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373288220570525700,The Iowa State community looks back on the last year since COVID-19 shut down Iowa State. https://t.co/CkrIflWr26,iowa state community look back last year since covid shut iowa state,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369672965697245193,"@dani_nicole32 Yes! I wouldn’t mind doing classes online honestly, but I mean I don’t know. I’m just worried about going back with covid still around, even with the vaccines out, I mean what if people go around and then come back and have been exposed? What then?",yes mind class online honestly mean know im worried going back covid still around even vaccine mean people go around come back exposed,-0.15625,-1.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373258302763700225,"@EmadSpam @CambridgeInt Covid is spreading a lot in pakistan also, the government in pakistan ain't doing anything also and next week we having online classes.",covid spreading lot pakistan also government pakistan aint anything also next week online class,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1373008182684057601,"RT @cancelcie2021: @Shafqat_Mahmood Covid cases continue to rise again , may June session of Cambridge has 1000s in a non ventilated hall ,…",rt cancelcie covid case continue rise may june session cambridge non ventilated hall,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370592864783138823,@bhupeshbaghel Ji we are requested to you please conduct Non Board classes exam in online mode. Covid-19 is again spreading widely in Chhattisgarh also. Parents are So concerned about students So please take up the decision for Online exam. #one_rule_for_exam_in_Chhattisgarh_CBSE,ji requested please conduct non board class exam online mode covid spreading widely chhattisgarh also parent concerned student please take decision online exam,-0.1,-1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369295524722061321,Finance Minister Conor Murphy said he wants to see children return to classes as “quickly as possible” that “online learning is no substitute for face-to-face learning” https://t.co/Ugi8N2C5Hh,finance minister conor murphy said want see child return class quickly possible online learning substitute facetoface learning,0.0,0.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1370743335548297219,@MaleehaHashmey Kabhi educational institutions pe bhe bat Kar liya karo apke Bache bhe online classes lete hongy. Meri University last year se close he abhi Tak aur heavy fees deny hogy ab. Suna he ab 2bara lock down lagne Wala he 🙂. #COVID19 #education #university,kabhi educational institution pe bhe bat kar liya karo apke bache bhe online class lete hongy meri university last year se close abhi tak aur heavy fee deny hogy ab suna ab bara lock lagne wala,0.0166666666666666,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371356883596963841,"RT @Chinatakeforei1: We know that our tweets are seen. We know that you're aware of the online classes struggles.
Why are we not being take…",rt chinatakeforei know tweet seen know aware online class struggleswhy take,0.25,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1371106201203707904,RT @palak83215545: @VarshaEGaikwad @scertmaha Ma'am please conduct online exam as covid 19 is increasing and there might be a chance of chi…,rt palak maam please conduct online exam covid increasing might chance chi,0.0,0.0
#covid-19 OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1372155031344934913,RT @PK_Official_4U: @narendramodi ji Kindly request CMs to stop schools/collages and implement online classes to stop Covid 19 Second wave.…,rt pkofficialu ji kindly request cm stop schoolscollages implement online class stop covid second wave,0.3,1.0
#covid-19  OR #covid_19 OR #covid19 OR #covid OR covid OR covid19 OR covid_19 OR covid-19 AND online AND classes,1369234173739859968,What the hecc? We just came out of school to go home and continue online because there's a case of COVID in our class... Why couldn't we finish today's classes at school and normally go online tomorrow...,hecc came school go home continue online there case covid class finish today class school normally go online tomorrow,0.15,1.0
